sample_id,domain,dataset,material,physical_group,temperature_value,temperature_unit,temperature_semantics,channel,amplitude_unit,sample_count,dt_s,sampling_rate_hz,time_start_s,time_end_s,duration_s,mean,std,rms,peak_abs,peak_to_peak,energy_mean_square,crest_factor,skewness,kurtosis,zero_crossing_rate,peak_time_s,peak_time_fraction,dominant_frequency_hz,dominant_frequency_fraction,spectral_centroid_hz,spectral_centroid_fraction,spectral_bandwidth_hz,spectral_bandwidth_fraction,acquisition_batch,acquisition_date
metal/case_042_T0553p266K,simulation,metal,metal,metal/case_042_T0553p266K,553.266,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25170,7.945967421536901e-10,1258499999.9994726,7.945967421533572e-10,2e-05,1.9999205403257848e-05,-15.302697990881041,10970.41257440687,10970.42324731686,46256.994399072246,90812.28848143338,120350186.22527018,4.216518666258912,0.010075535597845582,6.5291172141025475,0.003933410147403552,5.237187127532777e-06,0.2618300290039334,2399999.999998994,0.003814064362336114,2458350.7466499675,0.003906794988718312,271287.4441072047,0.00043112823854957226,,
metal/case_043_T0559p296K,simulation,metal,metal,metal/case_043_T0559p296K,559.296,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25166,7.947230390209311e-10,1258299999.9999528,7.947230390209013e-10,2e-05,1.999920527696098e-05,-15.21223789736368,10972.281084206923,10972.291629510533,46267.57873658905,90831.9424414869,120391183.6030269,4.216765312011034,0.010049421306003383,6.529762238972412,0.003934035366580569,5.23801955018676e-06,0.26187164712894895,2399999.9999999097,0.003814670587300325,2458298.7871843884,0.003907333365945292,273986.80224134563,0.00043548724825773807,,
metal/case_044_T0565p327K,simulation,metal,metal,metal/case_044_T0565p327K,565.327,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25162,7.948493760431453e-10,1258100000.0001497,7.948493760432399e-10,2e-05,1.999920515062396e-05,-15.039014119091602,10974.143301005588,10974.15360576621,46277.35973089014,90851.33152778281,120432047.36295152,4.21694113216844,0.010000762594307542,6.53042354123775,0.003934660784547514,5.238852237500994e-06,0.2619132784865466,2400000.000000286,0.0038152770050075514,2458269.908044832,0.003907908605110149,279828.7945448228,0.0004448434854857158,,
metal/case_045_T0571p357K,simulation,metal,metal,metal/case_045_T0571p357K,571.357,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25158,7.94975753239444e-10,1257900000.0001302,7.949757532395263e-10,2e-05,1.9999205024246762e-05,-14.782294443552583,10975.996714041064,10976.00666831381,46287.040071873525,90869.58016066716,120472722.38286924,4.217111147125822,0.009929443585072095,6.531106943675946,0.003935286401399213,5.240480165354958e-06,0.26199467345072947,2400000.000000248,0.0038158836155497253,2458263.484567981,0.003908519730610902,288537.0156739823,0.0004587598627457707,,
metal/case_046_T0577p387K,simulation,metal,metal,metal/case_046_T0577p387K,577.387,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25153,7.951337812592317e-10,1257649999.9991539,7.951337812586969e-10,2e-05,1.9999204866218742e-05,-14.441880285490965,10977.83877631112,10977.848275804607,46297.34891132426,90889.3191402498,120513152.76658618,4.2173427568100506,0.009835530705116126,6.531818183567717,0.003936068702290076,5.241521886057329e-06,0.26204675572519087,2399904.5877379095,0.0038164904190188436,2458263.7927935896,0.003909297169793255,297854.08538833895,0.00047366769035668007,,
metal/case_047_T0583p417K,simulation,metal,metal,metal/case_047_T0583p417K,583.417,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25149,7.952602489161081e-10,1257450000.0005531,7.95260248916458e-10,2e-05,1.9999204739751086e-05,-14.018137592112582,10979.66728477598,10979.676233503495,46307.685936708054,90909.52608670807,120553290.19256149,4.217582099133699,0.009719275963331912,6.53256265153765,0.003936694766979482,5.242355560857291e-06,0.26208843645617946,2399904.572565668,0.003817097415506958,2458295.205235093,0.00390996891364907,310736.1771289689,0.0004942322591416473,,
metal/case_048_T0589p447K,simulation,metal,metal,metal/case_048_T0589p447K,589.447,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25145,7.953867568104376e-10,1257250000.0000973,7.953867568104992e-10,2e-05,1.999920461324319e-05,-13.512028254058109,10981.479977646659,10981.488290498788,46316.971014375646,90927.45479577719,120593085.074362,4.217731676174459,0.00958111897073764,6.533345385545252,0.0039373210308622335,5.243189500894811e-06,0.262130130448616,2399904.5573850577,0.0038177046051061795,2458344.0577945183,0.003910668614506786,325157.18105082074,0.0005172514313792732,,
metal/case_049_T0595p477K,simulation,metal,metal,metal/case_049_T0595p477K,595.477,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25141,7.955133049600079e-10,1257050000.0000277,7.955133049600255e-10,2e-05,1.9999204486695042e-05,-12.925134465733384,10983.27491170948,10983.282516865707,46327.96025527482,90948.50965596075,120632494.84528789,4.2180432110468375,0.009421683670597716,6.534170810084112,0.003937947494033413,5.244819219601448e-06,0.262211614956245,2399904.5422003553,0.003818311987908679,2458407.474404228,0.003911391709803387,340601.4426987965,0.0005419059587109328,,
metal/case_050_T0601p508K,simulation,metal,metal,metal/case_050_T0601p508K,601.508,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25136,7.956715467853111e-10,1256800000.0002778,7.95671546785487e-10,2e-05,1.9999204328453215e-05,-12.25968024393497,10985.050371242181,10985.057212344762,46338.18908374869,90968.17120752133,120671481.95848766,4.218292921740533,0.0092417730583269,6.535042636445895,0.003938730853391685,5.245862507956716e-06,0.26226377561169684,2400000.0000005304,0.0038192234245703373,2458505.0209680973,0.003912324985626279,359004.53658901656,0.0005712993898614533,,
metal/case_051_T0607p538K,simulation,metal,metal,metal/case_051_T0607p538K,607.538,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25132,7.957981855801123e-10,1256600000.0000389,7.95798185580137e-10,2e-05,1.999920420181442e-05,-11.518544631175152,10986.805242805902,10986.811280813814,46347.62585154181,90986.4149039638,120710022.12021767,4.218478379844234,0.00904235972049065,6.535963622554775,0.003939357765309777,5.246697437529843e-06,0.2623055190800207,2400000.000000074,0.003819831290784657,2458587.722797925,0.003913079297784258,375023.20566844585,0.0005968855732427729,,
metal/case_052_T0613p568K,simulation,metal,metal,metal/case_052_T0613p568K,613.568,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25128,7.959248646928347e-10,1256399999.9999027,7.959248646927731e-10,2e-05,1.999920407513531e-05,-10.705276814035855,10988.538594774405,10988.543809431636,46358.6705133871,91007.6320243727,120748095.05179834,4.218818372785368,0.008824577218583015,6.536935610416853,0.003939984876825725,5.248328557784145e-06,0.26238707366577785,2399999.9999998137,0.00382043935052531,2458672.9952772907,0.003913837942180008,390646.2745443941,0.0006218501664190136,,
metal/case_053_T0619p598K,simulation,metal,metal,metal/case_053_T0619p598K,619.598,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25124,7.960515841429601e-10,1256199999.9995146,7.960515841426525e-10,2e-05,1.999920394841586e-05,-9.82409846736349,10990.250033967059,10990.254424808536,46368.5528446513,91026.23254338131,120785692.32202362,4.219060910908721,0.008589707229811014,6.537959324701591,0.0039406121880348685,5.24916414583665e-06,0.262428850057716,2399999.9999990724,0.0038210476038847314,2458756.4166881843,0.003914593881052594,405507.46058723214,0.0006456097127645102,,
metal/case_054_T0625p628K,simulation,metal,metal,metal/case_054_T0625p628K,625.628,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25119,7.962100402086243e-10,1255949999.9999728,7.96210040208607e-10,2e-05,1.9999203789959794e-05,-8.879906352812283,10991.939585802767,10991.943172645806,46378.62367828999,91046.4788916375,120822814.71067476,4.219328916629257,0.00833916832245526,6.5390343547138565,0.0039413966080101915,5.251005215175764e-06,0.26252090134564854,2399904.458598674,0.0038216560509554136,2458811.457244916,0.003915460738476801,417302.17971928907,0.0006645203705868834,,
metal/case_055_T0631p658K,simulation,metal,metal,metal/case_055_T0631p658K,631.658,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25115,7.963368504874691e-10,1255750000.000453,7.963368504877563e-10,2e-05,1.9999203663149512e-05,-7.878258993975785,10993.608023281773,10993.610846147418,46389.736120748574,91067.1300078358,120859479.43653016,4.219699675562494,0.008074501977288942,6.540159015403795,0.003942024368877917,5.251841528966753e-06,0.26256271402405035,2399904.44338357,0.003822264691829909,2458879.443831893,0.003916192624058939,429916.0074236747,0.0006847159186518329,,
metal/case_056_T0637p688K,simulation,metal,metal,metal/case_056_T0637p688K,637.688,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25111,7.964637011668209e-10,1255549999.9999976,7.964637011668194e-10,2e-05,1.9999203536298834e-05,-6.825370000826172,10995.256400879141,10995.258519323199,46399.25383858594,91086.37479722445,120895709.90674938,4.219932960834284,0.007797363915509619,6.541330499246263,0.003942652329749104,5.253474572896341e-06,0.26264436479490244,2399904.42816183,0.0038228735266008277,2458932.786223097,0.003916901415671381,440928.15932564065,0.0007023665474503468,,
metal/case_057_T0643p719K,simulation,metal,metal,metal/case_057_T0643p719K,643.719,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25107,7.965905922651026e-10,1255350000.0000043,7.965905922651055e-10,2e-05,1.9999203409407735e-05,-5.728086265806066,10996.88635842793,10996.887850257935,46410.61383451395,91107.19819458763,120931542.39115058,4.220340742442452,0.007509514019131009,6.542544801027238,0.00394328049071935,5.254311546580636e-06,0.2626862104676173,2399904.4129361245,0.0038234825553608415,2458967.3829837483,0.003917580567943187,450111.422913265,0.0007171090499275317,,
metal/case_058_T0649p749K,simulation,metal,metal,metal/case_058_T0649p749K,649.749,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25102,7.96749263007138e-10,1255099999.999675,7.967492630069318e-10,2e-05,1.9999203250736994e-05,-4.593860729908466,10998.499935843198,10998.50089522655,46420.90966306921,91127.00486738473,120967021.94229923,4.220657897406391,0.007212809410647825,6.543796841401879,0.003944065973467192,5.255358138793722e-06,0.26273853631329425,2399999.999999379,0.0038243964624332725,2458990.9429780385,0.003918398443117959,458166.5826208038,0.0007300877740752488,,
metal/case_059_T0655p779K,simulation,metal,metal,metal/case_059_T0655p779K,655.779,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25098,7.968762451187922e-10,1254900000.0005367,7.968762451191331e-10,2e-05,1.9999203123754883e-05,-3.430699710536573,11000.099835263856,11000.100370245375,46431.40551353948,91147.68280382556,121002208.15547244,4.22099835008176,0.006909195068755771,6.545080482102648,0.00394469458501016,5.256992589050921e-06,0.26282025740128306,2400000.0000010263,0.0038250059765718384,2458973.94035253,0.003918995840866171,462835.4148343339,0.000737645094962365,,
metal/case_060_T0661p809K,simulation,metal,metal,metal/case_060_T0661p809K,661.809,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25094,7.970032677135391e-10,1254699999.9997773,7.970032677133977e-10,2e-05,1.9999202996732287e-05,-2.247125920520414,11001.6888851873,11001.689114678195,46441.93413867117,91167.79501805197,121037163.37602867,4.221345800138038,0.0066007033749702435,6.54638882851659,0.003945323396963296,5.257830557105284e-06,0.2628621527916152,2399999.9999995744,0.003825615685024309,2458928.8375998223,0.0039195486372842255,465193.00358599226,0.0007415206879510239,,
metal/case_061_T0667p839K,simulation,metal,metal,metal/case_061_T0667p839K,667.839,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25089,7.971621029135857e-10,1254450000.0000658,7.971621029136275e-10,2e-05,1.999920283789709e-05,-1.0521261196225777,11003.270199842651,11003.270250144487,46452.05899741803,91187.978828236,121071956.19771472,4.221659374112715,0.006289452875891366,6.547714327318398,0.003946109693877551,5.259675555024114e-06,0.2629544005102041,2399904.344360429,0.003826225587883619,2458854.4416752835,0.0039202111549685595,465202.97074683744,0.0007416843568843924,,
metal/case_062_T0673p869K,simulation,metal,metal,metal/case_062_T0673p869K,673.869,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25085,7.972892166632656e-10,1254250000.0001245,7.972892166633447e-10,2e-05,1.999920271078334e-05,0.14491827001532315,11004.847312696947,11004.847313651133,46463.41601047647,91208.69474997347,121106664.39677456,4.22208638486426,0.005977646204031776,6.549048913010418,0.0039068729070323716,5.260514251544748e-06,0.26299633232339337,2399904.329108107,0.0038268356852427647,2458753.715524293,0.003920675647636514,463060.5569025133,0.0007383863773609207,,
metal/case_063_T0679p899K,simulation,metal,metal,metal/case_063_T0679p899K,679.899,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25081,7.974163709580833e-10,1254050000.0000196,7.974163709580959e-10,2e-05,1.9999202583629044e-05,1.3342889528230168,11006.423604922744,11006.423685799471,46473.6868788516,91229.12436905249,121141362.3513276,4.222414855682152,0.005667573735439868,6.550384395277146,0.00390749601275917,5.2621506319524745e-06,0.2630781499202552,2399904.3138506077,0.0038274459771948013,2458623.143500099,0.0039210926892868075,458469.7834435178,0.0007311826218149367,,
metal/case_064_T0685p930K,simulation,metal,metal,metal/case_064_T0685p930K,685.93,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25077,7.975435658173088e-10,1253849999.999959,7.975435658172829e-10,2e-05,1.9999202456434185e-05,2.506012383670939,11008.00250093662,11008.002786188099,46484.65531852595,91250.07933138855,121176125.34072495,4.22280555532298,0.005361611582563213,6.551712622847219,0.003908119317275483,5.26298999082825e-06,0.2631201148508534,2399904.2985883257,0.0038280564638328417,2458464.0076612,0.003921464302207251,451463.7884712281,0.000720124079389469,,
metal/case_065_T0691p960K,simulation,metal,metal,metal/case_065_T0691p960K,691.96,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25072,7.97702616464209e-10,1253600000.0005863,7.977026164645821e-10,2e-05,1.9999202297383536e-05,3.6499462003894716,11009.587182442458,11009.587787465456,46494.82245531657,91270.12343203157,121211023.24990852,4.22312109707245,0.005062218512934989,6.553025818162658,0.003908898727613577,5.264837268666242e-06,0.26321247656655106,2400000.0000011222,0.0038289725590299932,2458263.623268403,0.003921926648479983,440815.44322724704,0.0007032792648804098,,
metal/case_066_T0697p990K,simulation,metal,metal,metal/case_066_T0697p990K,697.99,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25068,7.978299026649264e-10,1253399999.9997258,7.978299026647519e-10,2e-05,1.9999202170097337e-05,4.755885404871392,11011.180782966645,11011.181810033831,46506.30508636221,91291.61903988443,121246124.85361993,4.223552556727725,0.0047719255435825555,6.554316765418981,0.003909522479754258,5.2656773575873625e-06,0.26325447799896273,2399999.999999475,0.0038295835327908094,2458052.5038982024,0.003922215579860763,429007.8606857138,0.0006845505994667428,,
metal/case_067_T0704p020K,simulation,metal,metal,metal/case_067_T0704p020K,704.02,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25064,7.979572294927322e-10,1253199999.999634,7.979572294924992e-10,2e-05,1.999920204277051e-05,5.813638880198503,11012.785793103894,11012.787327610935,46516.946010669126,91311.5470277663,121281484.72318801,4.223903052594434,0.004493329781258242,6.555579236428377,0.003910146430993896,5.267315671879988e-06,0.2633363922914256,2399999.9999992996,0.003830194701563997,2457823.084295699,0.003922475397855756,415228.1649555244,0.0006626686322305229,,
metal/case_068_T0710p050K,simulation,metal,metal,metal/case_068_T0710p050K,710.05,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25060,7.980845969673197e-10,1252999999.9999354,7.980845969672786e-10,2e-05,1.9999201915403034e-05,6.813137677815001,11014.404268214785,11014.406375402765,46527.58803456893,91332.95995685333,121317147.80251306,4.224248356994868,0.004229075059363253,6.556808154134005,0.00391077058142783,5.268156424581006e-06,0.2633784269124866,2399999.999999876,0.0038308060654429366,2457580.3358469848,0.003922714023698502,399745.5921299209,0.0006380615995689409,,
metal/case_069_T0716p080K,simulation,metal,metal,metal/case_069_T0716p080K,716.08,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25055,7.982438635004718e-10,1252749999.9997294,7.982438635002994e-10,2e-05,1.9999201756136503e-05,7.744546158645461,11016.037564396456,11016.04028669962,46538.65543140142,91353.41578970235,121353143.59818903,4.224626473778474,0.0039818262600454235,6.557999891511438,0.0039115510497325775,5.270005986828977e-06,0.2634709028498443,2399904.2145588687,0.003831417624521073,2457351.506797956,0.003923131521530212,385085.86893340625,0.000614784863593677,,
metal/case_070_T0722p111K,simulation,metal,metal,metal/case_070_T0722p111K,722.111,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25051,7.983713225020515e-10,1252550000.0000694,7.983713225020958e-10,2e-05,1.99992016286775e-05,8.59837199171435,11017.686577211336,11017.68993236167,46549.4021670386,91374.81709268375,121389491.44566374,4.224969340470504,0.003754237072906014,6.55915236578563,0.003912175648702595,5.270847471158837e-06,0.2635129740518962,2399904.1992656607,0.003832029378891905,2457098.9914536537,0.003923354742650621,367408.5941837937,0.0005866569704742698,,
metal/case_071_T0728p141K,simulation,metal,metal,metal/case_071_T0728p141K,728.141,K,solver case/field temperature tag,receiver_velocity_normal,solver_velocity_or_displacement,25047,7.984988222143639e-10,1252349999.9998012,7.984988222142373e-10,2e-05,1.9999201501177786e-05,9.365567033378005,11019.351210743916,11019.355190734586,46560.83550176172,91396.51915335786,121426188.81956929,4.2253684263586955,0.0035489137399661906,6.560265343187964,0.003912800447177194,5.272487723080609e-06,0.263594985227182,2399904.183966403,0.003832641328648994,2456850.065244126,0.003923583766909437,349268.8951459416,0.0005577816028202931,,
